3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,100
