10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,110,0,0,1,0,0,1,1,1,0,0,0,1,0
0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,1,19,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1000,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,105,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
