15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,100,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,100
