11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,19,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,19,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0
1,1,1,1,1,0,0,1,105,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,19,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,19,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0,19,1,0
0,0,0,0,0,0,0,0,1,1,0,0,1,1,100,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
