105,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,1,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,100,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,1,1,1,1,100,1,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,100,1,1,1,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1000
