1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,110,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0
0,1,0,0,0,1,1,0,0,1,0,0,1,1,100,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,105,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19
