110,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,1,1,1,1,100,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,1,1,1,100,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,100
