14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,100,1,0,0,1,0,0,0,0,1
0,0,0,0,0,0,1,17,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0
0,1,0,0,0,0,1,0,1,1,100,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,1
0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,105
