10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,100,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,100,1,1,1,1,1,1,1,0,0,0,0
0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,100,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1000
