2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,100,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,105,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000
