6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,105,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,100,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15
