3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,100,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,100,1,1,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,100,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000
