1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,110,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1
0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,100
