105,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,100,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,100,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,100,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000
