4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,100,1,1,1,1,1,0,0,0,0,0,0,0,0
0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,10,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1
0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,100
