17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,100,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0
0,0,0,0,0,1,1,1,100,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,100,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1000,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,105,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12
