19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,100,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0
0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,100,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
