17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,100,1,1,0,0,0,1,1,0,0,0,0,0,0
0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,100,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
0,0,1,0,0,1,1,1,100,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,100,1,1,1,1,1,1
0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17
