110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,100,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,110,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,100,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1000,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,105
